       lon       lat          ve          vn          vu          se          sn          su         ren         reu         rnu     start    finish      name
 -175.0000  -60.0000  6.1956e+00 -6.0039e-01  4.9491e-02  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0001
 -175.0000  -57.3529  5.9251e+00 -5.6951e-01  1.0449e+00  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0002
 -175.0000  -54.7059  3.6496e+00 -9.9850e-01  1.4936e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0003
 -175.0000  -52.0588  3.2007e+00 -1.9890e-01  1.5672e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0004
 -175.0000  -49.4118  2.5847e+00 -9.2912e-01  3.8929e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0005
 -175.0000  -46.7647  2.2366e+00 -2.3655e-01  5.1981e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0006
 -175.0000  -44.1176  8.5697e-01 -8.5899e-01 -2.6772e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0007
 -175.0000  -41.4706 -1.1711e-01 -5.3306e-01  1.7845e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0008
 -175.0000  -38.8235 -6.2738e-01 -1.0661e+00 -8.4739e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0009
 -175.0000  -36.1765 -2.3199e+00 -1.4797e+00  2.3730e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0010
 -175.0000  -33.5294 -2.3314e+00 -1.5315e-01 -5.6610e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0011
 -175.0000  -30.8824 -3.4584e+00 -6.1878e-01 -8.1016e-02  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0012
 -175.0000  -28.2353 -4.8865e+00 -6.1856e-01  1.0306e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0013
 -175.0000  -25.5882 -5.1249e+00 -7.6267e-01 -4.2279e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0014
 -175.0000  -22.9412 -5.7343e+00 -8.9607e-01  6.3832e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0015
 -175.0000  -20.2941 -6.3945e+00 -5.2842e-01 -2.5776e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0016
 -175.0000  -17.6471 -7.3993e+00 -8.6474e-01 -3.1596e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0017
 -175.0000  -15.0000 -7.4783e+00 -1.4895e+00  3.3909e-01  5.0000e-01  5.0000e-01  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0018
