       lon       lat          ve          vn          vu          se          sn          su         ren         reu         rnu     start    finish      name
 -117.0932   34.1164 -1.1134e+00  3.0749e+00 -8.4292e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0001
 -116.4294   34.5943  1.4435e+00  8.7182e-01  1.6225e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0002
 -115.1585   37.3580 -1.3109e+00  1.7248e+00  8.3958e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0003
 -118.6948   34.8245  1.1211e+00 -1.0014e+00  7.0390e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0004
 -119.3635   34.0150 -1.0586e+00 -5.7984e-01 -6.7341e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0005
 -118.8303   34.1574 -1.2736e+00  2.3816e-01  5.1930e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0006
 -114.9318   36.3191 -3.2425e-01  2.0723e+00 -1.6608e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0007
 -117.5219   36.0500 -5.1829e-02 -6.8521e-02 -2.3175e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0008
 -118.9104   35.2013  7.8819e-01 -1.0922e+00  6.1791e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0009
 -117.1540   34.4683  1.3933e+00  2.8588e-01  2.6898e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0010
 -116.6297   33.5401 -1.2886e-02  3.7313e+00  7.8344e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0011
