       lon       lat          ve          vn          vu          se          sn          su         ren         reu         rnu     start    finish      name
 -117.0932   34.1164 -1.3167e+00  1.3427e+00 -9.7822e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0001
 -116.4294   34.5943 -6.0767e-01  4.9615e-01 -1.7504e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0002
 -115.1585   37.3580  3.4920e+00 -9.8183e-01  1.1751e-01  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0003
 -118.6948   34.8245 -3.0142e-01  3.1652e+00  7.6493e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0004
 -119.3635   34.0150 -1.5380e+00  4.0655e+00  4.7449e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0005
 -118.8303   34.1574 -1.3051e+00  3.4754e+00  5.9280e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0006
 -114.9318   36.3191  1.9400e+00 -1.2083e+00  1.0682e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0007
 -117.5219   36.0500  1.5608e+00  1.8180e+00  1.7597e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0008
 -118.9104   35.2013  1.6117e-01  3.4982e+00 -5.9240e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0009
 -117.1540   34.4683 -7.5093e-01  1.4134e+00 -1.7079e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0010
 -116.6297   33.5401 -2.0737e+00  8.1213e-01 -7.3394e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0011
 -117.8965   34.1260 -1.2589e+00  2.3507e+00  2.4442e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0012
 -118.9014   37.7834  4.1097e+00  3.5007e+00  1.1774e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0013
 -119.0297   33.4804 -2.3562e+00  3.7081e+00  9.9106e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0014
 -119.9815   34.5822 -7.9244e-01  4.7859e+00 -3.1363e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0015
 -116.8842   34.2643 -1.0876e+00  1.0475e+00  6.1905e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0016
 -119.4058   34.9205 -2.0371e-01  4.0298e+00 -2.6622e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0017
 -116.6211   37.0399  3.0459e+00  7.5132e-01  8.5357e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0018
 -115.9982   34.0005 -1.5109e+00  4.4203e-02  1.3055e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0019
 -118.0741   35.8784  1.2646e+00  2.4878e+00 -4.6905e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0020
 -118.1597   33.9671 -1.5376e+00  2.5833e+00 -4.1142e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0021
 -117.0646   33.5782 -2.0547e+00  1.2455e+00 -2.9940e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0022
 -116.0804   35.2870  3.5153e-01  9.2641e-02 -9.0398e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0023
 -118.0947   33.9623 -1.4901e+00  2.4534e+00 -4.2940e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0024
 -119.1095   35.1324  1.8701e-01  3.7028e+00  2.6001e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0025
 -118.0287   33.7995 -1.7870e+00  2.3142e+00  5.3166e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0026
 -114.7148   33.6104 -2.0236e+00 -1.5287e+00  9.9094e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0027
 -116.0530   34.2514 -1.1823e+00  2.4093e-02 -6.6407e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0028
 -116.9847   33.9627 -1.5636e+00  1.1971e+00  4.7150e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0029
 -118.2770   34.1849 -1.2071e+00  2.7283e+00  2.0976e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0030
 -118.5768   34.6823 -5.3866e-01  3.0086e+00 -5.6667e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0031
 -117.0120   34.9186 -1.8749e-01  1.2622e+00 -6.9645e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0032
 -118.1882   34.2928 -1.0462e+00  2.6687e+00 -4.3797e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0033
 -116.8717   36.9176  2.7488e+00  1.0614e+00 -5.2009e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0034
 -116.4509   36.7453  2.4889e+00  6.1112e-01  9.9452e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0035
 -119.3475   35.1573  1.3663e-01  4.0424e+00 -2.5484e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0036
 -115.9899   33.6551 -2.0133e+00  1.3845e-02  1.7246e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0037
 -120.4337   35.9394  1.2801e+00  5.4229e+00 -1.5515e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0038
 -120.4308   35.8884  1.1792e+00  5.3911e+00  6.0395e-04  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0039
 -118.8967   37.6446  3.7251e+00  3.4869e+00  8.1727e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0040
 -118.4830   33.4458 -2.3501e+00  3.0476e+00  1.2359e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0041
 -118.3338   33.3116 -2.4270e+00  2.8247e+00  1.4469e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0042
 -118.6298   34.1386 -1.3312e+00  3.1422e+00  9.9652e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0043
 -117.6712   35.5653  8.7117e-01  1.9838e+00 -2.1040e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0044
 -118.2112   33.8763 -1.6372e+00  2.6663e+00  4.8294e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0045
 -117.8649   33.8627 -1.6489e+00  2.2585e+00 -3.0432e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0046
 -119.0135   34.8064 -3.6780e-01  3.6171e+00  8.8803e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0047
 -116.3359   34.8295 -2.1501e-01  3.4037e-01  2.1745e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0048
 -117.9649   34.2440 -1.1743e+00  2.4070e+00  9.0685e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0049
 -118.0260   34.3334 -9.3703e-01  2.4236e+00 -2.0020e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0050
 -116.7655   36.7465  2.5907e+00  8.8224e-01  3.2639e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0051
 -117.8277   34.6405 -6.4908e-01  2.2187e+00  2.2362e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0052
 -118.9373   34.1096 -1.3735e+00  3.5123e+00  2.6497e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0053
 -118.1273   34.1367 -1.3039e+00  2.5657e+00 -5.4868e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0054
 -117.4794   34.3138 -1.0635e+00  1.7182e+00 -8.7572e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0055
 -117.7088   34.1099 -1.3504e+00  2.1039e+00  2.8620e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0056
 -118.4114   34.3532 -9.8483e-01  2.9145e+00  8.8147e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0057
 -121.2785   37.8964  4.0802e+00  6.2328e+00  1.9776e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0058
 -117.6089   33.8576 -1.7277e+00  1.9083e+00  2.5945e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0059
 -119.8795   34.4149 -9.5666e-01  4.6223e+00  4.9350e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0060
 -117.8089   35.9823  1.3379e+00  2.1325e+00  5.9553e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0061
 -116.3869   33.7325 -1.8297e+00  5.3491e-01 -1.7237e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0062
 -117.5730   35.0717  6.5298e-02  1.9042e+00  2.7524e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0063
 -116.5693   36.8077  2.7048e+00  6.7664e-01 -6.2448e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0064
 -120.7508   35.7916  1.0097e+00  5.6643e+00  1.8091e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0065
 -117.0997   34.0391 -1.3759e+00  1.3080e+00 -5.2355e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0066
 -118.2728   33.8235 -1.8623e+00  2.7854e+00 -1.8768e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0067
 -115.7350   33.0698 -2.8518e+00 -3.8238e-01 -3.8091e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0068
 -119.7848   34.0293 -1.4513e+00  4.4932e+00 -3.8805e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0069
 -119.0390   34.1684 -1.3294e+00  3.6087e+00  4.2387e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0070
 -118.2567   33.8615 -1.7122e+00  2.7541e+00 -1.8842e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0071
 -118.5238   34.2535 -1.1790e+00  3.0501e+00 -6.8264e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0072
 -119.3712   34.4081 -8.6668e-01  4.1463e+00 -5.8534e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0073
 -118.6132   34.5165 -7.2436e-01  3.2182e+00  2.0062e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0074
 -116.3704   34.1241 -1.2718e+00  4.7480e-01 -5.2754e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0075
 -119.6739   34.9426 -2.2970e-01  4.4633e+00 -3.4704e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0076
 -117.9017   34.0820 -1.4317e+00  2.2784e+00 -1.0282e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0077
 -118.3969   34.3348 -1.0776e+00  2.9323e+00  2.7725e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0078
 -118.9812   37.7442  3.9911e+00  3.5632e+00 -6.7132e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0079
 -115.7880   33.3898 -2.3203e+00 -2.2500e-01 -5.6084e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0080
 -121.9156   37.8786  4.0099e+00  7.0385e+00 -2.6596e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0081
 -118.3485   34.0239 -1.4656e+00  2.8538e+00  2.6812e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0082
 -117.2495   33.0365 -2.8495e+00  1.4299e+00 -8.7823e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0083
 -116.7121   33.7333 -1.8157e+00  8.1009e-01  1.5989e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0084
 -117.8601   34.4134 -9.0459e-01  2.3002e+00  1.0553e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0085
 -118.0393   37.7428  4.0411e+00  2.4099e+00  6.9120e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0086
 -118.1260   33.9380 -1.4910e+00  2.5211e+00 -3.7415e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0087
 -118.3290   33.8868 -1.6676e+00  2.8207e+00 -4.2969e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0088
 -117.4117   33.6477 -2.0148e+00  1.7251e+00 -1.9552e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0089
 -114.2642   37.9155  4.2525e+00 -2.0421e+00 -1.0313e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0090
 -118.8304   34.9462 -1.4678e-01  3.3766e+00  7.6320e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0091
 -118.2084   34.0297 -1.5017e+00  2.6689e+00 -9.5547e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0092
 -117.5256   34.1042 -1.3033e+00  1.8331e+00  3.7816e-02  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0093
 -120.0094   34.7330 -4.6090e-01  4.8981e+00  3.9795e-03  5.0000e-02  5.0000e-02  5.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0094
