       lon       lat          ve          vn          vu          se          sn          su         ren         reu         rnu     start    finish      name
 -117.0932   34.1164 -3.1459e+01 -2.3884e+01  5.5191e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0001
 -116.4294   34.5943  5.9370e+00  1.0102e+01  9.7702e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0002
 -115.1585   37.3580  2.6195e+00  7.1530e+00  2.2555e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0003
 -118.6948   34.8245 -1.6662e+01  2.5599e+00  8.3017e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0004
 -119.3635   34.0150 -1.0584e+01 -2.1883e+00  4.0882e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0005
 -118.8303   34.1574 -1.4322e+01 -2.9713e+00  6.7668e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0006
 -114.9318   36.3191  7.3387e+00  1.0718e+01  5.2814e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0007
 -117.5219   36.0500 -8.8202e+00  1.6075e+01  9.4311e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0008
 -118.9104   35.2013 -1.3185e+01  4.5022e+00  6.0156e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0009
 -117.1540   34.4683 -3.8605e+01 -2.8180e+00  6.2606e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0010
 -116.6297   33.5401 -4.1242e+00 -3.3658e+01  3.1676e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0011
 -117.8965   34.1260 -2.9476e+01 -1.2087e+01  1.3742e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00       0.0       0.0      0012
